Timestamp,Name,Id,Latitude,Longitude,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Pressure,Wind Speed,Wind Direction,Weather_Source
31/01/2026 12:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),29195707587706641566224751462,21.593151,105.8431043,104,104.11720849609377,75.32564798286177,6.392204,,,1.3130000000000002,17.7,70,1021,2.02,37.0,OpenWeather_Live
31/01/2026 12:00,Quảng Bình: Khu kinh tế Hòn La (KK),29213751141295132066317063859,17.932938,106.49662,8,7.780479224503093,7.83447001118244,13.2885665,,3.35053125,5.237680000000001,21.27,83,1019,5.02,353.0,OpenWeather_Live
31/01/2026 12:00,Tây Ninh: Thị xã Trảng Bàng (KK),29996239538320865599553202177,11.030287,106.35631,70,45.216862109375,70.3893067626953,,,,,31.64,46,1013,2.78,358.0,OpenWeather_Live
31/01/2026 12:00,Trà Vinh: Tp. Trà Vinh (KK),30921862678974937849512304668,9.923886,106.339604,13,7.857257279337532,6.550298927832717,12.7389835,1.39415,12.60025,4.34632,31.46,46,1013,3.97,98.0,OpenWeather_Live
31/01/2026 12:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),31387251434693138681789561386,21.301503,106.22603,36,30.748528759765627,35.68516105957031,,,,,18.61,67,1021,4.57,35.0,OpenWeather_Live
31/01/2026 12:00,Bình Định: Khuôn viên Cây xanh gần cầu chui đường Hoa Lư - TP. Quy Nhơn (KK),31388836637198369136462150188,13.7851,109.2198,70,70.07100683593751,59.41997809581227,5.1306625,9.5346,21.04140625,2.708,24.62,66,1017,5.03,19.0,OpenWeather_Live
31/01/2026 12:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",31388839920718814259329251882,10.9923,106.6577,80,58.61932348632812,80.31661120605469,12.3617585,26.96,,1.11868,30.92,55,1013,3.09,260.0,OpenWeather_Live
31/01/2026 12:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),31388851800421997746903202346,16.0622,108.1594,32,18.007391552734376,32.12678752441406,,20.1025,8.53125,2.14832,25.99,57,1018,4.63,10.0,OpenWeather_Live
31/01/2026 12:00,Hải Dương: UBND TP. Hải Dương - 106 Đường Trần Hưng Đạo (KK),31388868531618872623864101418,20.9381,106.3357,99,99.04701268437692,71.42248400736354,,10.53165,,4.549,21.18,66,1020,4.21,352.0,OpenWeather_Live
31/01/2026 12:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),31388883344354363840031242796,20.536,105.9165,97,97.40518657226562,,18.928821,39.4346,18.9546875,4.427320000000001,22.83,61,1020,2.4,49.0,OpenWeather_Live
31/01/2026 12:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),31390912357075263208060500522,10.7823,106.6834,103,103.23123018391928,69.59320788574217,,,,,30.03,66,1013,3.09,260.0,OpenWeather_Live
31/01/2026 12:00,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,10.7832,106.7528,58,56.24152470703126,57.576241989707405,,6.2779,,1.90568,30.06,66,1013,3.09,260.0,OpenWeather_Live
31/01/2026 12:00,Hưng Yên: số 437 Nguyễn Văn Linh - Tp Hưng Yên (KK),31390921469766835629621918251,20.6618,106.0585,68,59.45403793945313,68.35762537841796,35.0712585,,16.09896875,1.66132,22.35,63,1020,2.14,15.0,OpenWeather_Live
31/01/2026 12:00,Lâm Đồng: Vườn hoa - đối diện THCS Lam Sơn - Phường 6 - TP Đà Lạt (KK),31390928700890512538630765099,11.9527,108.4298,33,32.558443994140625,32.50205976562499,46.6137375,11.61875,29.7078125,0.536,23.18,31,1014,1.09,346.0,OpenWeather_Live
31/01/2026 12:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),31390932574706768021562473002,10.5391,106.4045,46,38.398492773437496,,,,45.8265625,1.7300000000000002,31.72,46,1013,2.61,24.0,OpenWeather_Live
31/01/2026 12:00,Thái Bình: Cầu Thái Bình - Đ. Trần Thái Tông - P. Bồ Xuyên - TP Thái Bình (KK),31390957404024291365397346858,20.4578,106.3439,67,67.30864565429687,55.17316356201172,10.1438375,27.43625,6.890625,2.438,23.31,61,1020,5.78,106.0,OpenWeather_Live
31/01/2026 12:00,Vũng Tàu: Đ. Huyền Trân Công Chúa - Phường 8 - TP Vũng Tàu (KK),31390965631272148257054013994,10.4955,107.2745,45,29.27802519531249,44.89609903824047,,,43.9203125,,30.93,51,1013,5.46,128.0,OpenWeather_Live
31/01/2026 12:00,"Đà Nẵng: Sơn Trà, Ngũ Hành Sơn (KK)",31616849628246574706471517050,16.0034,108.2647,-,2.0671561035156247,0.9242656005859374,12.5706285,0.55035,,20.71096,25.98,57,1018,4.63,10.0,OpenWeather_Live
31/01/2026 12:00,Thái Nguyên: Tổ 7 - Quan Triều - TP Thái Nguyên (KK),31651447211638215373862421720,21.60259,105.80275,150,150.11520267159597,80.3854036202728,,14.86335,,0.75732,17.81,70,1021,1.78,43.0,OpenWeather_Live
31/01/2026 12:00,Thái Nguyên: Sân vận động Gang thép - P Trung Thành - TP Thái Nguyên (KK),31651502905690497791503780869,21.53911,105.87202,78,77.9540077636719,73.01024643015097,5.3102165,,,4.116680000000001,17.51,70,1021,2.6,32.0,OpenWeather_Live
31/01/2026 13:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),28560877461938780203765592307,21.0491,105.8831,125,125.17562792968752,78.35987559814453,,,,,21.01,66,1020,4.45,26.0,OpenWeather_Live
31/01/2026 13:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),31390903576425084107499649578,21.0052,105.8418,152,152.2507279750279,82.41257153320312,,,,,21.0,66,1020,3.91,26.0,OpenWeather_Live
31/01/2026 11:00,Khánh Hòa: P. Vĩnh Hòa - Nha Trang (KK),28505263793630246854465636760,12.284358,109.192524,17,17.19628369140625,12.527253466796877,,,7.0043750000000005,,26.19,61,1015,6.39,54.0,OpenWeather_Live
31/01/2026 12:00,Thừa Thiên Huế: 83 đường Hùng Vương (KK),28505511563898617211441001382,16.46226,107.596351,46,15.329344335937504,13.49157658691406,6.4204545,,6.56875,45.99892,26.06,53,1018,2.57,20.0,OpenWeather_Live
31/01/2026 13:00,"Trà Vinh: xã Dân Thành, TX Duyên Hải (KK)",29098314940209976158571475636,9.599143,106.51985,13,12.872262370414632,6.821285554195018,,,,,27.9,70,1014,7.29,82.0,OpenWeather_Live
