variant,station_id,station_name,n_rows,actual_mean,pred_mean,bias,abs_mean_error,hourly_r2,hourly_rmse,daily_r2,actual_class,pred_class,class_flip,high_to_nonhigh,nonhigh_to_high,nearest_train_km
8_blend_guarded,32496700750804852782040219324,Hải Phòng ủy ban phường Phạm Sư Mạnh (LCS),4000,17.534103525,16.10393719639449,-1.4301663286055089,1.4301663286055089,0.0618404761325092,15.4868248170444,0.04283479735912643,low,low,False,False,False,7.48505093763792
8_blend_guarded,32497674830731204969056502556,Hà Nội UBND xã Thanh Thuỳ (LCS),3994,31.186279394091134,39.472451481711694,8.28617208762056,8.28617208762056,0.3284876013143374,25.87271150950441,0.3221618253299542,moderate,high,True,False,True,14.766464056076616
8_blend_guarded,32497682732178779599258375030,Hà Nội UBND phường Hoàng Liệt(LCS),4018,28.976169313091088,37.053806332781676,8.077637019690588,8.077637019690588,0.4140002361402809,19.825615049699778,0.38155131944277787,moderate,high,True,False,True,4.356440452971599
8_blend_guarded,32497684349251147003185136481,Hà Nội Tường rào -Trước cổng bảo vệ UBND phường Long Biên (LCS),4000,54.664326975,37.19723935223058,-17.46708762276942,17.46708762276942,0.33709051665084766,33.35019362996266,0.3403505581220665,high,high,False,False,False,3.73204033701836
8_blend_guarded,32497686304154672399743049842,Hà Nội UBND xã Chương Dương (LCS),3970,50.88200617128464,39.09110516741225,-11.790901003872385,11.790901003872385,0.35654919316623557,33.02211621099498,0.3925438470065403,high,high,False,False,False,17.60637733483303
8_blend_guarded,32497687835845808597395559285,Hà Nội UBND xã Quang Minh (LCS),3999,41.100162440610156,39.368176366013515,-1.731986074596641,1.731986074596641,0.2827606847133527,32.90224781717638,0.3117029630192222,high,high,False,False,False,20.628666313168235
8_blend_guarded,32497689422265798936416998264,"Hà Nội Cổng 3, Bộ Tài nguyên và Môi trường, 10 Tôn Thất Thuyết (LCS)",4016,37.02350438247012,36.11489900626914,-0.9086053762009811,0.9086053762009811,0.638580016425605,18.246377767439384,0.7290058215336597,high,high,False,False,False,3.0360293192985486
8_blend_guarded,32497691894129504813496914814,Hà Nội Nhà bảo vệ UBND xã Phúc Thịnh (LCS),4018,37.207375261324046,38.95957656081362,1.7522012994895775,1.7522012994895775,0.3569099094207858,28.09888507550561,0.4049007770418025,high,high,False,False,False,14.989206389244599
8_blend_guarded,32497693512462826621189636013,"Hà Nội Nhà bảo vệ Cung thể thao tổng hợp Quần Ngựa (phố Văn Cao), Phường Liễu Giai, quận Ba Đình (LCS)",4011,51.807455173273496,38.60435061453861,-13.203104558734886,13.203104558734886,0.5023628968825691,28.0234812390011,0.5519998242270627,high,high,False,False,False,4.714993448273467
8_blend_guarded,32497698154816065885508975523,"Hà Nội Cục Viễn Thám quốc gia, Bộ Tài nguyên và Môi trường số 79 Văn Tiến Dũng (LCS)",3974,60.86778643683946,39.41299126152421,-21.454795175315247,21.454795175315247,-0.13045002656743931,51.44979033319909,-0.22908426448182184,high,high,False,False,False,7.997340544817883
8_blend_guarded,32497713513553527537986241519,"Hải Phòng Cổng bảo vệ trường tiểu học Tử Lạc, phường Nhị Chiểu (LCS)",3973,20.50154731940599,15.6348309272598,-4.86671639214619,4.86671639214619,0.09446609495049285,16.114366985173586,0.06925309932978241,moderate,low,True,False,False,5.864712037013879
